Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
472,27301,aparc-DKTatlas_rh_volume_entorhinal,,mm3,float,1,regional and tissue volume,Volume of entorhinal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.16E-01,1.77E-02
473,27302,aparc-DKTatlas_rh_volume_fusiform,,mm3,float,1,regional and tissue volume,Volume of fusiform in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.87E-01,1.80E-02
474,27303,aparc-DKTatlas_rh_volume_inferiorparietal,,mm3,float,1,regional and tissue volume,Volume of inferiorparietal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.61E-01,1.86E-02
475,27304,aparc-DKTatlas_rh_volume_inferiortemporal,,mm3,float,1,regional and tissue volume,Volume of inferiortemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.86E-01,1.80E-02
476,27305,aparc-DKTatlas_rh_volume_isthmuscingulate,,mm3,float,1,regional and tissue volume,Volume of isthmuscingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.26E-01,1.86E-02
477,27306,aparc-DKTatlas_rh_volume_lateraloccipital,,mm3,float,1,regional and tissue volume,Volume of lateraloccipital in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.11E-01,2.18E-02
478,27307,aparc-DKTatlas_rh_volume_lateralorbitofrontal,,mm3,float,1,regional and tissue volume,Volume of lateralorbitofrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.28E-01,2.10E-02
479,27308,aparc-DKTatlas_rh_volume_lingual,,mm3,float,1,regional and tissue volume,Volume of lingual in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.24E-01,2.40E-02
480,27309,aparc-DKTatlas_rh_volume_medialorbitofrontal,,mm3,float,1,regional and tissue volume,Volume of medialorbitofrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.46E-01,1.79E-02
481,27310,aparc-DKTatlas_rh_volume_middletemporal,,mm3,float,1,regional and tissue volume,Volume of middletemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.16E-01,2.10E-02
482,27311,aparc-DKTatlas_rh_volume_parahippocampal,,mm3,float,1,regional and tissue volume,Volume of parahippocampal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.98E-01,1.88E-02
483,27312,aparc-DKTatlas_rh_volume_paracentral,,mm3,float,1,regional and tissue volume,Volume of paracentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.33E-01,1.79E-02
484,27313,aparc-DKTatlas_rh_volume_parsopercularis,,mm3,float,1,regional and tissue volume,Volume of parsopercularis in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.38E-01,1.74E-02
485,27314,aparc-DKTatlas_rh_volume_parsorbitalis,,mm3,float,1,regional and tissue volume,Volume of parsorbitalis in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21281,21261,21269,10685,-,-,31966,31941,31952,1.45E-01,1.83E-02
486,27315,aparc-DKTatlas_rh_volume_parstriangularis,,mm3,float,1,regional and tissue volume,Volume of parstriangularis in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,1.05E-01,1.91E-02
487,27316,aparc-DKTatlas_rh_volume_pericalcarine,,mm3,float,1,regional and tissue volume,Volume of pericalcarine in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,3.11E-01,2.95E-02
488,27317,aparc-DKTatlas_rh_volume_postcentral,,mm3,float,1,regional and tissue volume,Volume of postcentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.76E-01,1.89E-02
489,27318,aparc-DKTatlas_rh_volume_posteriorcingulate,,mm3,float,1,regional and tissue volume,Volume of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.27E-01,1.67E-02
490,27319,aparc-DKTatlas_rh_volume_precentral,,mm3,float,1,regional and tissue volume,Volume of precentral in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,2.20E-01,2.23E-02
491,27320,aparc-DKTatlas_rh_volume_precuneus,,mm3,float,1,regional and tissue volume,Volume of precuneus in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.27E-01,2.16E-02
492,27321,aparc-DKTatlas_rh_volume_rostralanteriorcingulate,,mm3,float,1,regional and tissue volume,Volume of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,1.17E-01,1.48E-02
493,27322,aparc-DKTatlas_rh_volume_rostralmiddlefrontal,,mm3,float,1,regional and tissue volume,Volume of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.83E-01,1.74E-02
494,27323,aparc-DKTatlas_rh_volume_superiorfrontal,,mm3,float,1,regional and tissue volume,Volume of superiorfrontal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.83E-01,1.72E-02
495,27324,aparc-DKTatlas_rh_volume_superiorparietal,,mm3,float,1,regional and tissue volume,Volume of superiorparietal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.70E-01,1.95E-02
496,27325,aparc-DKTatlas_rh_volume_superiortemporal,,mm3,float,1,regional and tissue volume,Volume of superiortemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.13E-01,1.78E-02
497,27326,aparc-DKTatlas_rh_volume_supramarginal,,mm3,float,1,regional and tissue volume,Volume of supramarginal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.55E-01,1.81E-02
498,27327,aparc-DKTatlas_rh_volume_transversetemporal,,mm3,float,1,regional and tissue volume,Volume of transversetemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21281,21261,21269,10686,-,-,31967,31942,31953,1.53E-01,1.76E-02
499,27328,aparc-DKTatlas_rh_volume_insula,,mm3,float,1,regional and tissue volume,Volume of insula in the right hemisphere generated by parcellation of the white surface using DKT parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.80E-01,2.30E-02
500,27477,aparc-a2009s_lh_volume_G+S-frontomargin,,mm3,float,1,regional and tissue volume,Volume of G+S-frontomargin in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.29E-01,1.83E-02
501,27478,aparc-a2009s_lh_volume_G+S-occipital-inf,,mm3,float,1,regional and tissue volume,Volume of G+S-occipital-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.09E-01,1.64E-02
502,27479,aparc-a2009s_lh_volume_G+S-paracentral,,mm3,float,1,regional and tissue volume,Volume of G+S-paracentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.34E-01,1.69E-02
503,27480,aparc-a2009s_lh_volume_G+S-subcentral,,mm3,float,1,regional and tissue volume,Volume of G+S-subcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.55E-01,1.70E-02
504,27481,aparc-a2009s_lh_volume_G+S-transv-frontopol,,mm3,float,1,regional and tissue volume,Volume of G+S-transv-frontopol in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,8.12E-02,1.62E-02
505,27482,aparc-a2009s_lh_volume_G+S-cingul-Ant,,mm3,float,1,regional and tissue volume,Volume of G+S-cingul-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.54E-01,1.94E-02
506,27483,aparc-a2009s_lh_volume_G+S-cingul-Mid-Ant,,mm3,float,1,regional and tissue volume,Volume of G+S-cingul-Mid-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,1.12E-01,1.61E-02
507,27484,aparc-a2009s_lh_volume_G+S-cingul-Mid-Post,,mm3,float,1,regional and tissue volume,Volume of G+S-cingul-Mid-Post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21281,21261,21269,10685,-,-,31966,31941,31952,1.30E-01,1.95E-02
508,27485,aparc-a2009s_lh_volume_G-cingul-Post-dorsal,,mm3,float,1,regional and tissue volume,Volume of G-cingul-Post-dorsal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21280,21260,21268,10686,-,-,31966,31941,31952,1.52E-01,1.79E-02
509,27486,aparc-a2009s_lh_volume_G-cingul-Post-ventral,,mm3,float,1,regional and tissue volume,Volume of G-cingul-Post-ventral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21279,21259,21267,10686,-,-,31965,31940,31951,1.66E-01,1.94E-02
510,27487,aparc-a2009s_lh_volume_G-cuneus,,mm3,float,1,regional and tissue volume,Volume of G-cuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,2.57E-01,2.33E-02
511,27488,aparc-a2009s_lh_volume_G-front-inf-Opercular,,mm3,float,1,regional and tissue volume,Volume of G-front-inf-Opercular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,9.94E-02,1.49E-02
512,27489,aparc-a2009s_lh_volume_G-front-inf-Orbital,,mm3,float,1,regional and tissue volume,Volume of G-front-inf-Orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,4.40E-02,1.35E-02
513,27490,aparc-a2009s_lh_volume_G-front-inf-Triangul,,mm3,float,1,regional and tissue volume,Volume of G-front-inf-Triangul in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.13E-01,1.72E-02
514,27491,aparc-a2009s_lh_volume_G-front-middle,,mm3,float,1,regional and tissue volume,Volume of G-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.79E-01,2.00E-02
515,27492,aparc-a2009s_lh_volume_G-front-sup,,mm3,float,1,regional and tissue volume,Volume of G-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.92E-01,2.07E-02
516,27493,aparc-a2009s_lh_volume_G-Ins-lg+S-cent-ins,,mm3,float,1,regional and tissue volume,Volume of G-Ins-lg+S-cent-ins in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,1.30E-01,1.94E-02
517,27494,aparc-a2009s_lh_volume_G-insular-short,,mm3,float,1,regional and tissue volume,Volume of G-insular-short in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.03E-01,2.01E-02
518,27495,aparc-a2009s_lh_volume_G-occipital-middle,,mm3,float,1,regional and tissue volume,Volume of G-occipital-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,1.43E-01,1.85E-02
519,27496,aparc-a2009s_lh_volume_G-occipital-sup,,mm3,float,1,regional and tissue volume,Volume of G-occipital-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.80E-01,1.91E-02
520,27497,aparc-a2009s_lh_volume_G-oc-temp-lat-fusifor,,mm3,float,1,regional and tissue volume,Volume of G-oc-temp-lat-fusifor in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.64E-01,1.70E-02
521,27498,aparc-a2009s_lh_volume_G-oc-temp-med-Lingual,,mm3,float,1,regional and tissue volume,Volume of G-oc-temp-med-Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,2.10E-01,2.26E-02
522,27499,aparc-a2009s_lh_volume_G-oc-temp-med-Parahip,,mm3,float,1,regional and tissue volume,Volume of G-oc-temp-med-Parahip in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.88E-01,2.05E-02
523,27500,aparc-a2009s_lh_volume_G-orbital,,mm3,float,1,regional and tissue volume,Volume of G-orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10685,-,-,31967,31942,31953,2.11E-01,1.93E-02
524,27501,aparc-a2009s_lh_volume_G-pariet-inf-Angular,,mm3,float,1,regional and tissue volume,Volume of G-pariet-inf-Angular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,-,-,31968,31943,31954,1.59E-01,2.07E-02
525,27502,aparc-a2009s_lh_volume_G-pariet-inf-Supramar,,mm3,float,1,regional and tissue volume,Volume of G-pariet-inf-Supramar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,21282,21262,21270,10686,10681,10684,31968,31943,31954,1.82E-01,1.63E-02
